rocket_length_cm,rocket_diameter_cm,total_mass_g,thrust_N,burn_time_s,wind_speed_mps,angle_of_launch_deg,center_of_mass_cm,center_of_pressure_cm,stable,motor_type_A,motor_type_B,motor_type_C,motor_type_D,motor_type_E
117.04,3.76,1700.66,4.56,0.99,4.7,52.99,59.35,82.3,1,1,0,0,0,0
37.95,3.75,229.19,19.72,3.03,0.51,40.98,25.58,17.75,0,0,0,1,0,0
95.88,6.88,1530.85,3.14,2.26,0.58,56.99,28.93,60.52,1,1,0,0,0,0
32.72,5.78,426.58,2.04,4.01,2.07,72.95,13.35,20.81,1,1,0,0,0,0
32.66,3.64,1588.59,56.37,2.13,3.61,62.01,14.49,23.99,1,0,0,0,0,1
60.01,7.79,1444.37,18.05,3.93,4.64,81.46,23.04,34.71,1,0,0,1,0,0
116.63,5.51,1792.11,9.04,0.51,1.52,54.38,36.33,90.12,1,0,1,0,0,0
115.14,8.38,1260.27,4.88,0.96,4.97,71.11,73.32,54.0,0,1,0,0,0,0
86.31,3.59,430.7,38.33,3.96,3.44,89.57,52.37,34.59,0,0,0,0,1,0
94.17,6.18,1460.9,39.87,1.96,1.54,72.08,40.78,54.74,1,0,0,0,1,0
103.86,3.68,358.14,17.69,2.7,0.98,59.42,66.41,57.14,0,0,0,1,0,0
88.9,8.65,397.14,58.52,0.77,9.31,31.85,31.91,47.93,1,0,0,0,0,1
99.2,2.84,1009.17,11.09,0.9,6.5,45.4,67.95,46.82,0,0,0,1,0,0
32.26,2.71,600.67,23.49,3.93,3.95,60.72,15.82,13.91,0,0,0,0,1,0
98.72,6.52,1166.55,4.01,1.83,0.31,40.58,36.07,69.59,1,1,0,0,0,0
72.3,3.19,1138.72,30.33,3.18,3.55,55.97,30.67,40.97,1,0,0,0,1,0
63.51,3.39,1880.56,3.86,4.86,1.36,67.13,26.34,26.97,0,1,0,0,0,0
106.08,9.24,1099.27,54.51,2.89,2.25,35.78,42.58,57.47,1,0,0,0,0,1
83.4,9.27,1157.34,39.71,3.63,6.2,71.99,35.52,45.62,1,0,0,0,1,0
44.7,5.07,1121.01,6.7,2.56,6.41,45.57,19.91,18.11,0,0,1,0,0,0
86.55,3.89,1115.39,64.16,1.54,1.07,62.95,54.43,53.18,0,0,0,0,0,1
46.65,5.06,709.1,8.07,0.76,8.36,41.64,25.94,35.28,1,0,1,0,0,0
101.83,5.51,503.07,32.45,1.22,8.53,57.51,38.59,77.89,1,0,0,0,1,0
31.55,7.5,1552.73,4.99,1.74,9.38,35.98,15.69,21.49,1,1,0,0,0,0
76.42,8.37,1611.84,2.45,4.04,3.68,80.56,38.17,45.28,1,1,0,0,0,0
71.05,3.15,1291.68,8.09,3.76,2.27,55.48,31.47,56.53,1,0,1,0,0,0
60.68,4.61,1566.34,40.74,4.72,1.53,70.52,18.59,46.21,1,0,0,0,0,1
98.79,8.46,1013.74,4.12,0.59,7.85,35.45,60.07,54.31,0,1,0,0,0,0
102.37,4.01,1776.59,29.61,3.01,3.41,42.79,57.02,50.09,0,0,0,0,1,0
70.46,2.89,1770.94,9.0,2.9,3.9,47.17,26.82,41.13,1,0,1,0,0,0
109.03,8.83,808.11,39.91,3.77,0.04,62.48,48.98,79.55,1,0,0,0,1,0
61.48,2.82,1735.17,59.23,4.22,9.33,36.09,38.52,37.38,0,0,0,0,0,1
62.26,8.67,1382.54,38.75,4.6,2.87,81.68,20.91,45.87,1,0,0,0,1,0
41.67,3.33,731.78,2.74,3.11,1.12,56.58,24.87,17.25,0,1,0,0,0,0
49.54,4.52,1969.58,8.59,1.0,8.19,61.86,18.75,33.12,1,0,1,0,0,0
93.87,2.3,418.09,62.93,3.34,8.47,82.15,45.94,61.8,1,0,0,0,0,1
76.84,2.18,669.13,9.9,1.35,3.24,89.66,40.74,36.82,0,0,1,0,0,0
32.14,3.91,1298.4,56.24,0.52,3.52,38.3,11.79,20.01,1,0,0,0,0,1
63.55,7.36,555.09,57.4,4.81,7.16,41.02,25.04,42.1,1,0,0,0,0,1
42.56,8.03,346.09,9.23,4.95,4.39,81.53,16.49,19.74,1,0,1,0,0,0
56.5,7.37,207.29,28.13,3.14,6.96,83.6,25.72,24.58,0,0,0,0,1,0
106.04,6.27,1198.49,24.6,2.92,5.05,58.44,54.62,77.58,1,0,0,0,1,0
115.45,3.31,375.33,10.02,1.1,8.83,46.7,74.98,63.8,0,0,0,1,0,0
82.39,5.51,1697.8,69.33,3.4,1.77,48.39,41.9,65.31,1,0,0,0,0,1
104.77,4.99,1806.08,55.3,2.28,2.76,33.07,50.01,78.69,1,0,0,0,0,1
113.8,4.77,505.08,20.82,2.56,2.27,41.21,74.83,56.88,0,0,0,0,1,0
118.46,2.66,1357.97,7.91,3.88,4.02,56.02,61.83,60.63,0,0,1,0,0,0
55.55,6.73,1016.84,37.01,1.03,3.22,59.35,37.02,40.58,1,0,0,0,1,0
69.06,6.67,1800.14,33.63,3.68,3.92,74.35,24.24,39.88,1,0,0,0,1,0
97.97,5.37,1588.8,65.38,3.36,8.39,79.95,47.0,46.72,0,0,0,0,0,1
49.41,8.59,605.29,4.87,4.4,8.8,77.97,17.45,25.07,1,1,0,0,0,0
47.19,9.5,432.78,31.32,1.45,3.11,58.66,23.65,37.0,1,0,0,0,1,0
42.68,3.09,338.89,9.1,2.87,8.11,76.81,26.48,25.37,0,0,1,0,0,0
81.2,9.31,1814.47,29.91,3.08,8.27,58.32,28.37,37.99,1,0,0,0,1,0
50.37,3.39,1566.06,18.2,2.9,1.08,59.03,26.51,36.57,1,0,0,1,0,0
101.27,6.12,1926.65,25.5,3.99,7.26,83.37,42.49,52.95,1,0,0,0,1,0
110.09,6.6,255.95,76.11,2.53,8.99,48.54,51.53,80.79,1,0,0,0,0,1
35.87,2.1,1178.43,19.3,1.9,6.89,46.22,19.24,18.62,0,0,0,1,0,0
34.05,3.47,1269.94,16.81,2.66,1.09,68.69,16.64,14.85,0,0,0,1,0,0
58.22,8.61,531.98,2.13,4.5,4.11,44.01,37.01,34.5,0,1,0,0,0,0
33.41,6.96,922.36,16.31,1.62,3.43,43.67,20.14,14.25,0,0,0,1,0,0
85.32,2.47,811.88,6.79,2.26,7.53,74.14,26.38,67.16,1,0,1,0,0,0
90.63,3.0,992.93,19.57,3.29,3.53,45.5,39.22,53.97,1,0,0,1,0,0
61.36,5.15,233.31,3.2,1.89,6.7,52.74,42.32,37.53,0,1,0,0,0,0
64.13,9.16,1159.68,6.4,2.61,5.23,73.23,20.25,50.68,1,0,1,0,0,0
117.69,4.1,314.32,3.7,1.46,0.81,52.19,78.67,50.94,0,1,0,0,0,0
116.54,9.02,350.72,3.37,4.28,1.02,30.4,52.24,84.93,1,1,0,0,0,0
43.97,2.72,359.5,70.07,4.85,3.1,58.75,14.45,21.78,1,0,0,0,0,1
92.41,2.23,1751.38,5.58,2.19,7.12,62.75,37.77,72.03,1,0,1,0,0,0
33.6,4.78,1085.12,41.21,0.58,7.93,49.1,15.64,25.76,1,0,0,0,0,1
67.33,8.41,1077.89,3.56,4.69,6.65,34.82,42.6,40.32,0,1,0,0,0,0
114.1,3.22,928.93,2.5,0.55,3.37,88.42,78.01,82.47,1,1,0,0,0,0
109.45,8.35,1511.38,36.23,2.76,5.57,56.64,76.11,50.69,0,0,0,0,1,0
109.73,2.19,1212.85,12.56,4.88,0.31,57.4,55.11,65.6,1,0,0,1,0,0
30.3,4.09,792.19,40.84,1.78,2.7,77.86,11.7,18.73,1,0,0,0,0,1
120.0,5.74,808.38,6.92,2.98,0.15,43.1,64.54,75.26,1,0,1,0,0,0
45.82,3.04,1466.1,29.1,2.01,4.19,31.99,25.43,28.18,1,0,0,0,1,0
47.26,7.61,1176.52,8.02,1.55,2.41,65.71,26.37,35.54,1,0,1,0,0,0
113.54,6.54,1824.65,18.16,4.03,2.47,66.11,73.37,54.75,0,0,0,1,0,0
103.57,3.77,555.38,61.91,0.7,9.29,59.67,61.84,57.4,0,0,0,0,0,1
100.62,2.72,1127.21,4.33,1.43,5.18,32.83,68.8,79.64,1,1,0,0,0,0
99.7,3.98,1914.94,17.11,3.4,3.89,84.01,43.46,72.0,1,0,0,1,0,0
75.09,7.05,1033.76,2.07,3.11,6.95,77.84,41.36,32.2,0,1,0,0,0,0
63.12,3.02,1570.9,12.89,2.2,0.29,62.14,30.02,46.19,1,0,0,1,0,0
95.04,6.06,1082.86,75.5,2.4,7.4,65.1,41.03,53.06,1,0,0,0,0,1
89.53,6.8,1272.93,68.1,4.83,1.14,63.46,58.22,60.14,1,0,0,0,0,1
119.02,7.38,1005.13,2.28,1.68,7.05,61.22,40.58,52.03,1,1,0,0,0,0
99.27,3.94,587.11,26.37,3.35,3.9,54.54,52.06,66.94,1,0,0,0,1,0
34.52,9.47,816.81,9.23,3.66,2.43,86.64,10.36,19.07,1,0,1,0,0,0
90.74,7.82,1235.42,75.16,2.67,8.87,78.13,35.75,36.9,0,0,0,0,0,1
80.78,9.29,453.82,2.39,3.88,4.62,43.19,35.23,46.5,1,1,0,0,0,0
37.67,7.61,1619.36,25.69,3.75,5.73,58.1,23.14,25.82,1,0,0,0,1,0
49.88,7.9,319.95,31.3,3.58,9.99,81.7,16.32,30.17,1,0,0,0,1,0
93.97,7.44,439.34,6.7,4.12,4.3,67.83,62.2,70.29,1,0,1,0,0,0
49.62,2.23,1843.67,26.24,3.87,6.51,33.74,18.32,38.55,1,0,0,0,1,0
110.34,4.26,1795.04,9.21,4.63,9.1,79.99,53.15,64.7,1,0,1,0,0,0
110.6,7.53,986.52,3.55,3.93,1.18,86.61,37.87,80.51,1,1,0,0,0,0
57.41,3.62,787.57,7.6,2.33,0.23,64.1,27.55,33.97,1,0,1,0,0,0
73.92,6.45,1211.64,4.56,2.51,0.69,65.6,48.39,40.91,0,1,0,0,0,0
83.12,4.91,408.78,4.49,0.78,6.3,46.45,48.0,55.56,1,1,0,0,0,0
37.59,3.37,311.25,26.87,3.39,9.13,78.24,24.4,23.79,0,0,0,0,1,0
34.43,2.65,1996.38,6.95,2.61,4.14,88.17,23.73,21.18,0,0,1,0,0,0
80.36,4.44,684.35,3.78,3.09,2.04,83.43,48.73,44.65,0,1,0,0,0,0
79.64,5.49,1968.55,8.4,1.24,8.65,50.93,24.78,55.76,1,0,1,0,0,0
115.84,7.77,1017.98,9.96,3.55,8.46,58.34,51.01,48.53,0,0,1,0,0,0
107.51,6.21,1747.55,19.14,1.43,3.43,44.05,42.17,68.53,1,0,0,1,0,0
43.45,6.58,1632.3,42.88,0.7,6.64,34.37,14.16,19.17,1,0,0,0,0,1
108.98,4.44,499.11,50.15,4.33,6.75,73.42,70.16,49.99,0,0,0,0,0,1
94.12,4.2,947.16,29.52,4.0,6.3,57.76,45.32,54.15,1,0,0,0,1,0
90.83,5.1,1370.87,46.67,3.6,8.16,53.1,30.77,63.07,1,0,0,0,0,1
53.26,9.85,629.4,34.67,0.89,6.54,62.17,22.49,36.89,1,0,0,0,1,0
57.52,8.28,323.5,76.65,1.91,3.87,79.39,32.99,31.5,0,0,0,0,0,1
75.65,2.12,253.7,7.96,1.62,6.53,78.1,32.31,47.74,1,0,1,0,0,0
95.81,6.65,1017.73,2.67,4.74,3.45,78.47,60.08,72.79,1,1,0,0,0,0
77.19,6.39,1670.45,4.55,2.68,7.47,53.92,45.05,35.03,0,1,0,0,0,0
108.27,4.64,846.92,71.89,0.74,8.99,73.81,60.23,81.46,1,0,0,0,0,1
65.55,4.81,1417.81,2.07,2.47,0.83,52.85,36.09,44.51,1,1,0,0,0,0
106.8,2.32,686.37,8.85,1.3,0.24,88.29,56.21,55.59,0,0,1,0,0,0
81.83,8.42,1071.88,3.7,4.5,8.97,32.66,53.49,44.55,0,1,0,0,0,0
119.44,8.67,1598.12,13.82,2.4,1.57,39.61,75.47,48.53,0,0,0,1,0,0
55.95,6.13,1381.11,46.17,3.25,3.64,58.87,21.72,43.79,1,0,0,0,0,1
41.08,7.27,1567.47,66.28,1.51,4.66,52.32,14.15,32.17,1,0,0,0,0,1
69.39,3.56,1172.85,9.37,1.72,6.14,39.26,36.12,49.54,1,0,1,0,0,0
103.4,2.36,741.74,26.66,3.37,2.57,48.84,35.8,69.99,1,0,0,0,1,0
77.48,5.73,508.79,9.34,2.27,3.48,71.78,43.36,53.39,1,0,1,0,0,0
98.23,4.01,457.01,70.64,0.51,3.88,85.88,55.95,46.95,0,0,0,0,0,1
39.3,6.87,626.13,8.52,3.33,8.42,78.13,16.44,16.02,0,0,1,0,0,0
92.45,7.71,758.83,29.0,0.97,6.87,86.53,44.19,68.47,1,0,0,0,1,0
103.29,3.38,1409.98,14.26,3.49,1.2,85.26,47.39,71.19,1,0,0,1,0,0
47.63,8.4,1999.12,6.36,1.41,3.34,78.94,21.24,25.47,1,0,1,0,0,0
34.77,8.47,1590.73,54.8,3.91,3.3,72.0,11.83,16.94,1,0,0,0,0,1
65.7,7.83,526.39,36.07,1.38,5.84,36.12,24.41,51.36,1,0,0,0,1,0
42.21,2.64,1606.76,9.34,4.91,9.04,33.75,28.95,23.01,0,0,1,0,0,0
62.09,7.02,906.85,26.95,3.34,5.72,67.89,33.31,28.82,0,0,0,0,1,0
34.92,3.08,1238.09,7.74,2.98,5.9,41.91,18.44,15.83,0,0,1,0,0,0
72.46,6.04,221.61,18.73,2.15,9.34,79.44,28.96,56.19,1,0,0,1,0,0
98.09,3.84,1456.96,37.41,2.04,3.44,40.07,48.99,59.28,1,0,0,0,1,0
30.57,6.91,377.24,15.16,1.89,9.71,79.27,9.26,17.74,1,0,0,1,0,0
74.36,4.7,1326.08,9.2,1.6,9.9,60.15,33.83,31.54,0,0,1,0,0,0
98.41,5.8,1405.62,34.0,2.69,5.61,55.15,64.71,49.59,0,0,0,0,1,0
81.12,6.06,1000.77,67.91,1.97,3.98,43.4,53.89,33.93,0,0,0,0,0,1
64.64,4.13,1960.86,25.85,2.36,5.45,77.29,30.47,42.86,1,0,0,0,1,0
56.35,2.81,1071.16,40.96,4.92,6.51,56.43,31.07,27.29,0,0,0,0,0,1
57.27,2.21,1246.3,31.22,1.94,4.18,75.02,25.83,42.01,1,0,0,0,1,0
115.17,9.44,560.5,4.4,4.82,2.09,60.61,68.6,69.3,0,1,0,0,0,0
70.31,4.18,1919.73,46.72,4.25,3.92,81.91,46.89,46.3,0,0,0,0,0,1
101.82,5.16,919.02,6.88,3.93,9.95,48.11,56.26,78.87,1,0,1,0,0,0
118.13,8.28,623.65,9.37,0.79,1.27,62.93,64.37,80.99,1,0,1,0,0,0
103.99,2.05,1279.23,51.32,0.81,4.42,64.83,63.38,67.26,1,0,0,0,0,1
73.06,3.14,1581.91,3.66,3.13,7.63,83.89,25.06,50.35,1,1,0,0,0,0
91.52,4.63,1857.87,4.66,1.07,3.53,33.95,62.98,56.75,0,1,0,0,0,0
68.53,7.01,1402.09,71.89,4.55,1.94,58.28,23.33,32.93,1,0,0,0,0,1
37.71,5.21,1013.23,4.58,0.96,1.69,30.97,26.14,15.37,0,1,0,0,0,0
55.69,3.82,713.06,8.14,4.95,0.78,30.48,36.75,34.88,0,0,1,0,0,0
36.62,8.82,941.34,5.33,0.6,4.48,51.31,14.36,18.76,1,0,1,0,0,0
92.75,8.26,352.7,9.07,1.14,4.55,79.94,57.34,66.74,1,0,1,0,0,0
53.49,2.92,1186.63,16.6,2.2,4.73,49.72,22.42,36.3,1,0,0,1,0,0
100.32,6.14,760.0,2.77,1.76,4.21,51.05,48.36,53.93,1,1,0,0,0,0
115.55,5.31,1079.74,25.77,4.38,5.79,81.02,45.52,87.46,1,0,0,0,1,0
59.56,4.97,1077.9,10.59,2.63,0.26,36.13,27.23,29.69,1,0,0,1,0,0
78.92,7.7,1427.13,7.49,4.73,0.77,57.92,51.08,62.24,1,0,1,0,0,0
31.59,6.14,985.11,2.27,1.1,4.36,44.72,13.72,16.72,1,1,0,0,0,0
50.59,2.52,1121.36,15.36,1.28,5.18,39.9,25.28,22.55,0,0,0,1,0,0
57.97,3.21,1428.55,4.5,4.63,0.44,39.64,27.7,39.58,1,1,0,0,0,0
37.48,3.54,1713.61,66.76,0.77,3.35,83.03,22.59,16.54,0,0,0,0,0,1
110.18,6.58,257.43,9.6,3.2,7.51,62.8,49.63,49.99,0,0,1,0,0,0
39.7,7.3,1837.88,20.3,3.59,2.9,85.43,20.91,25.95,1,0,0,0,1,0
116.09,3.39,1610.96,28.72,2.49,4.8,43.61,79.83,46.98,0,0,0,0,1,0
65.48,2.58,625.05,58.76,2.0,5.71,45.35,34.54,29.57,0,0,0,0,0,1
41.76,8.85,1157.92,2.53,1.08,3.7,30.38,25.76,17.45,0,1,0,0,0,0
74.89,4.17,645.46,2.43,4.02,9.35,37.54,47.2,34.06,0,1,0,0,0,0
43.18,3.8,1722.45,66.81,1.32,9.61,75.84,14.0,22.88,1,0,0,0,0,1
116.95,9.25,637.02,2.39,0.96,5.68,43.39,44.75,57.09,1,1,0,0,0,0
54.44,2.1,672.16,17.91,2.59,2.18,71.42,27.58,24.88,0,0,0,1,0,0
83.31,6.89,1685.36,20.44,1.06,4.84,32.34,37.61,38.68,0,0,0,0,1,0
57.71,6.1,1661.72,2.88,2.03,5.78,31.7,30.78,23.43,0,1,0,0,0,0
76.94,8.15,757.27,25.19,3.47,9.57,32.72,38.32,38.24,0,0,0,0,1,0
101.59,4.51,978.82,9.37,4.91,1.15,74.83,62.41,62.7,0,0,1,0,0,0
76.86,3.38,1046.67,58.83,1.23,5.14,46.29,42.18,39.83,0,0,0,0,0,1
118.72,9.01,1192.58,61.84,2.15,5.4,50.78,58.12,76.09,1,0,0,0,0,1
111.49,4.21,375.95,6.27,3.88,2.59,54.3,64.12,70.3,1,0,1,0,0,0
55.9,6.76,886.92,4.58,3.11,8.97,57.84,22.56,36.95,1,1,0,0,0,0
36.84,4.47,1348.08,3.63,4.12,1.22,45.8,20.57,28.48,1,1,0,0,0,0
103.7,2.07,664.03,15.25,0.53,0.57,70.74,54.5,60.39,1,0,0,1,0,0
46.48,9.1,371.54,48.28,1.11,4.28,64.05,20.55,34.59,1,0,0,0,0,1
84.0,8.56,1582.84,66.06,1.7,6.27,50.6,57.48,62.02,1,0,0,0,0,1
76.66,2.11,250.39,18.13,3.62,9.93,60.0,43.4,50.95,1,0,0,1,0,0
43.59,4.37,414.36,27.49,1.25,6.53,31.15,29.34,26.84,0,0,0,0,1,0
96.48,6.46,935.19,3.84,3.85,7.89,58.01,39.25,61.28,1,1,0,0,0,0
56.53,3.68,666.23,2.83,2.78,1.21,80.47,25.0,37.5,1,1,0,0,0,0
57.34,3.85,552.08,8.51,4.25,0.89,50.29,35.81,30.02,0,0,1,0,0,0
112.23,4.13,929.33,21.32,3.14,1.85,47.96,74.66,79.51,1,0,0,0,1,0
71.69,9.34,967.29,10.44,2.73,9.14,57.11,44.04,37.77,0,0,0,1,0,0
85.91,3.29,668.67,25.7,0.57,8.24,77.79,58.82,68.22,1,0,0,0,1,0
100.82,6.5,632.63,2.93,1.87,7.24,87.08,64.46,44.24,0,1,0,0,0,0
71.4,7.66,1594.78,7.85,3.09,3.3,38.59,31.2,30.45,0,0,1,0,0,0
53.5,8.21,1399.63,4.98,3.19,0.59,74.73,20.64,42.17,1,1,0,0,0,0
89.35,4.11,1466.31,26.8,1.75,1.19,72.2,41.17,44.17,1,0,0,0,1,0
65.69,4.56,353.79,33.01,2.39,5.35,76.34,33.89,38.72,1,0,0,0,1,0
89.35,4.7,1090.78,42.1,0.85,2.55,33.51,45.74,40.16,0,0,0,0,0,1
75.28,5.76,444.9,5.4,2.77,1.3,51.75,49.91,34.48,0,0,1,0,0,0
87.35,9.52,1744.25,33.69,0.8,0.76,71.38,55.47,50.5,0,0,0,0,1,0
48.25,7.5,1814.4,71.25,3.82,7.3,49.06,32.44,28.73,0,0,0,0,0,1
59.1,4.89,479.53,19.94,3.5,4.94,70.25,31.86,42.29,1,0,0,1,0,0
57.06,6.64,1460.8,35.15,2.45,2.07,37.19,30.11,28.34,0,0,0,0,1,0
54.02,8.42,1543.67,11.16,2.85,8.7,87.6,20.79,30.09,1,0,0,1,0,0
56.43,6.09,517.46,21.88,1.38,2.76,71.5,20.63,27.31,1,0,0,0,1,0
41.59,2.76,572.81,29.32,1.39,8.08,36.77,23.66,25.1,0,0,0,0,1,0
109.63,3.67,338.38,43.99,2.17,4.77,79.11,43.33,51.93,1,0,0,0,0,1
68.29,3.8,1159.97,34.31,4.19,2.17,44.59,46.15,35.81,0,0,0,0,1,0
33.73,4.04,1493.66,37.23,1.81,9.36,49.65,18.39,21.36,1,0,0,0,1,0
51.56,7.34,488.55,8.81,2.01,5.38,84.36,33.14,24.85,0,0,1,0,0,0
55.53,3.03,700.19,5.13,2.73,9.43,49.29,33.39,37.44,1,0,1,0,0,0
105.45,7.13,225.34,27.2,3.08,1.61,76.41,52.76,66.59,1,0,0,0,1,0
32.47,6.77,1390.26,7.96,0.73,2.81,66.06,16.51,24.32,1,0,1,0,0,0
101.46,5.72,1141.8,9.45,2.31,6.03,33.74,60.88,61.42,0,0,1,0,0,0
83.73,4.31,1370.99,21.21,3.26,0.22,84.55,40.97,63.85,1,0,0,0,1,0
40.82,6.46,1698.32,53.91,3.78,3.49,67.49,28.32,24.21,0,0,0,0,0,1
115.84,7.5,243.2,15.36,1.62,0.82,87.69,63.97,59.35,0,0,0,1,0,0
34.94,6.37,1932.08,2.41,2.51,7.93,45.17,24.17,16.09,0,1,0,0,0,0
59.88,3.75,1742.52,2.82,1.01,6.81,44.6,25.26,24.58,0,1,0,0,0,0
94.1,9.43,1329.37,31.15,3.49,8.7,52.32,50.81,51.59,0,0,0,0,1,0
85.66,8.36,1157.74,18.99,1.97,3.63,83.73,37.16,44.65,1,0,0,1,0,0
93.34,3.02,1184.86,18.3,3.94,9.25,65.84,53.45,51.48,0,0,0,1,0,0
64.5,5.21,591.57,42.21,1.19,3.41,64.92,39.01,30.43,0,0,0,0,0,1
104.12,5.04,1223.46,13.4,1.71,4.78,62.76,60.07,53.28,0,0,0,1,0,0
108.54,7.59,312.64,72.94,4.89,9.57,30.44,71.13,69.04,0,0,0,0,0,1
111.48,7.4,664.03,41.93,4.19,7.32,76.1,71.45,49.9,0,0,0,0,0,1
59.87,7.81,1681.1,9.78,3.04,3.41,63.47,35.91,25.48,0,0,1,0,0,0
30.34,4.32,305.21,76.06,2.03,0.99,84.14,11.51,20.56,1,0,0,0,0,1
48.95,3.89,1851.19,25.75,3.32,0.9,50.37,26.5,25.47,0,0,0,0,1,0
95.98,6.35,1741.41,34.12,4.21,8.62,35.22,52.57,57.53,1,0,0,0,1,0
79.91,2.76,842.71,9.51,2.51,8.81,80.25,46.95,35.51,0,0,1,0,0,0
118.46,5.58,957.52,7.3,3.26,6.63,48.01,56.78,50.26,0,0,1,0,0,0
62.45,8.34,1335.55,9.0,0.6,3.92,84.81,37.35,41.62,1,0,1,0,0,0
116.64,2.34,602.45,5.45,4.65,6.05,31.36,78.57,61.02,0,0,1,0,0,0
89.15,9.41,968.22,7.53,0.61,7.46,81.66,43.37,49.79,1,0,1,0,0,0
101.68,6.89,1257.53,3.02,2.67,4.59,43.93,33.45,78.23,1,1,0,0,0,0
114.26,7.61,520.52,37.34,3.81,1.73,56.05,60.37,50.98,0,0,0,0,1,0
92.0,6.88,1074.52,76.07,3.47,2.13,72.72,63.06,40.58,0,0,0,0,0,1
63.39,5.07,869.34,8.7,0.55,2.89,42.69,36.83,48.22,1,0,1,0,0,0
91.84,2.47,1447.78,4.12,4.82,5.45,50.94,58.32,53.12,0,1,0,0,0,0
67.2,3.45,1274.18,7.12,0.67,6.85,74.09,36.43,42.6,1,0,1,0,0,0
111.21,4.85,946.85,5.79,3.64,9.85,71.21,71.49,52.53,0,0,1,0,0,0
45.57,3.02,1933.02,10.12,2.58,8.39,70.26,15.03,21.94,1,0,0,1,0,0
34.99,8.12,1713.73,29.49,4.35,9.43,42.1,17.31,23.81,1,0,0,0,1,0
38.33,9.71,565.61,2.97,4.9,4.61,42.8,26.41,17.97,0,1,0,0,0,0
32.17,6.85,1084.92,7.82,4.18,7.96,64.13,18.66,13.26,0,0,1,0,0,0
86.83,4.06,461.72,3.06,2.16,2.62,44.15,53.28,47.77,0,1,0,0,0,0
111.75,8.46,556.36,35.24,3.37,9.66,70.86,51.96,44.93,0,0,0,0,1,0
108.09,6.29,1326.35,5.37,2.16,4.22,73.18,75.28,51.94,0,0,1,0,0,0
100.38,4.62,620.33,52.81,2.17,9.57,77.38,42.33,53.15,1,0,0,0,0,1
59.85,9.94,1212.29,6.52,3.26,8.03,86.25,29.92,24.52,0,0,1,0,0,0
84.15,7.43,364.67,10.49,3.94,3.63,46.79,38.76,45.48,1,0,0,1,0,0
102.19,2.87,1645.3,2.3,1.82,0.99,68.47,33.27,67.55,1,1,0,0,0,0
107.04,4.39,1976.94,16.94,1.93,8.81,63.61,36.81,79.52,1,0,0,1,0,0
71.66,8.38,1141.5,54.94,2.84,4.22,60.76,45.98,28.92,0,0,0,0,0,1
115.49,8.98,668.04,4.88,3.24,0.97,74.14,62.24,76.72,1,1,0,0,0,0
114.78,9.75,328.11,8.54,2.13,4.67,82.25,64.3,47.66,0,0,1,0,0,0
102.77,6.83,1348.58,60.81,4.1,9.68,59.68,62.18,43.94,0,0,0,0,0,1
37.07,8.65,811.37,59.2,1.17,2.31,79.56,18.14,15.59,0,0,0,0,0,1
80.76,3.96,1336.12,42.14,3.97,8.67,48.58,46.29,59.57,1,0,0,0,0,1
101.45,7.41,1893.46,22.43,3.99,9.3,66.65,52.37,50.02,0,0,0,0,1,0
30.43,5.0,1808.16,8.38,3.75,3.62,53.06,16.79,24.14,1,0,1,0,0,0
110.13,6.49,337.33,37.21,0.93,4.87,53.11,68.31,85.5,1,0,0,0,1,0
64.44,9.18,1153.73,19.88,3.15,9.75,58.72,24.38,25.92,1,0,0,1,0,0
103.3,2.88,1677.46,47.13,3.1,1.53,61.73,32.51,55.01,1,0,0,0,0,1
88.53,3.48,740.2,8.81,4.57,2.43,42.63,27.26,67.31,1,0,1,0,0,0
56.36,3.94,1900.02,55.14,4.07,0.39,50.97,28.62,30.84,1,0,0,0,0,1
65.95,2.74,295.08,19.43,1.02,7.04,58.43,44.09,31.59,0,0,0,1,0,0
33.8,9.12,1028.59,4.09,3.9,8.62,62.05,22.58,24.53,1,1,0,0,0,0
111.37,8.55,886.29,22.21,2.01,8.61,70.48,36.58,79.4,1,0,0,0,1,0
62.5,6.2,1255.94,68.61,1.34,0.13,52.35,28.24,45.01,1,0,0,0,0,1
109.71,6.02,801.33,18.71,2.78,0.04,63.45,73.07,66.14,0,0,0,1,0,0
51.53,2.13,1597.31,6.8,1.14,2.99,45.19,33.55,24.34,0,0,1,0,0,0
60.71,7.36,374.83,5.63,1.14,3.18,61.08,32.01,41.38,1,0,1,0,0,0
49.14,3.65,1557.63,3.93,4.06,2.4,88.05,19.11,38.37,1,1,0,0,0,0
81.15,5.1,1187.19,4.33,1.45,0.88,39.77,34.7,40.19,1,1,0,0,0,0
51.7,7.07,404.69,67.99,3.89,4.89,84.29,17.84,26.68,1,0,0,0,0,1
37.95,8.7,1194.91,4.46,4.38,3.91,52.28,14.92,17.13,1,1,0,0,0,0
40.85,5.82,617.48,61.55,1.92,4.78,75.13,14.18,22.81,1,0,0,0,0,1
81.94,7.5,292.87,15.58,4.87,1.45,89.55,45.24,35.24,0,0,0,1,0,0
117.72,2.87,960.1,10.99,4.62,4.55,46.14,62.35,80.18,1,0,0,1,0,0
100.03,2.97,253.62,3.4,4.74,2.96,31.16,35.81,75.05,1,1,0,0,0,0
83.14,9.32,203.64,19.63,4.59,6.08,70.2,41.01,37.18,0,0,0,1,0,0
