,length,diameter,mass,motor_thrust,burn_time,cg,cp,material,stable
382,86.6,9.79,1391.6,25.6,1.93,39.16,52.69,0.0,1
383,108.97,4.81,760.3,66.7,1.92,43.79,73.45,0.0,1
384,96.16,7.6,614.5,26.1,2.7,50.93,70.95,2.0,1
385,102.31,5.28,956.9,178.3,1.89,51.38,80.68,1.0,1
386,55.38,8.41,682.5,63.8,2.9,27.09,42.49,1.0,1
387,45.97,3.92,981.4,120.3,0.62,27.28,37.82,1.0,1
388,97.56,9.79,1117.3,27.0,0.75,50.17,66.72,2.0,1
389,102.62,6.18,1094.9,140.0,0.61,58.77,78.96,1.0,1
390,119.15,4.65,686.9,78.1,0.96,50.98,74.64,2.0,1
391,67.14,3.51,416.9,181.6,1.85,34.5,48.61,1.0,1
392,63.48,4.19,759.7,179.9,2.11,36.41,52.38,0.0,1
393,99.88,6.64,385.4,78.6,0.61,51.6,80.7,2.0,1
394,60.67,5.36,1357.1,182.2,2.86,32.98,54.43,1.0,1
395,113.77,8.8,649.6,199.3,2.61,53.97,77.75,0.0,1
396,107.26,6.02,400.8,168.6,1.24,44.89,80.38,0.0,1
397,68.61,4.74,233.1,172.1,0.69,33.73,47.95,0.0,1
398,97.58,7.32,1039.6,64.8,0.92,46.73,71.45,2.0,1
399,97.91,7.95,1028.0,123.8,0.82,56.14,83.92,2.0,1
400,39.28,4.17,642.8,32.1,0.81,17.63,31.63,1.0,1
401,111.23,4.17,293.2,37.1,1.8,66.0,96.18,0.0,1
402,75.47,3.26,732.5,199.8,1.11,44.65,49.89,1.0,1
403,104.38,8.15,604.6,78.8,1.4,46.92,89.98,1.0,1
404,58.8,7.65,1080.3,154.7,2.97,27.62,36.34,0.0,1
405,110.6,6.32,987.5,165.2,2.21,64.05,95.84,1.0,1
406,65.03,8.91,674.0,174.4,2.87,38.58,45.44,2.0,0
407,30.98,8.64,483.3,199.6,0.86,15.14,21.51,1.0,0
408,111.48,7.1,1484.4,63.5,1.46,51.75,84.02,0.0,1
409,38.22,9.08,790.2,27.3,1.89,19.31,33.71,2.0,1
410,58.74,4.44,1094.8,94.0,0.69,31.57,36.08,2.0,1
411,115.51,3.78,382.7,43.4,0.51,52.52,81.51,1.0,1
412,115.55,4.89,831.3,24.0,2.18,63.24,99.03,1.0,1
413,81.61,3.4,235.8,84.9,2.1,33.49,58.66,2.0,1
414,86.87,6.72,857.1,161.1,1.53,35.6,57.31,1.0,1
415,70.36,9.56,1453.2,121.9,1.72,33.58,51.18,0.0,1
416,56.39,3.28,699.5,76.3,1.54,26.54,40.36,1.0,1
417,59.58,3.85,250.7,137.8,0.56,27.59,52.11,1.0,1
418,90.53,6.17,240.2,61.8,1.34,45.1,75.01,2.0,1
419,97.71,9.54,704.4,22.6,0.94,45.35,73.44,1.0,1
420,101.24,5.21,408.0,157.6,0.75,44.39,90.76,1.0,1
421,101.07,6.55,230.4,132.3,2.89,46.68,74.75,1.0,1
422,38.21,3.29,1183.1,157.2,2.0,22.73,23.59,0.0,0
423,74.5,4.04,796.1,27.0,2.32,35.92,50.56,1.0,1
424,35.18,9.91,576.0,170.7,1.29,17.2,25.71,0.0,0
425,79.46,9.76,1370.1,131.5,1.48,40.95,51.41,0.0,1
426,69.74,3.03,351.0,121.4,1.09,41.61,61.67,0.0,1
427,109.89,9.66,1442.7,132.4,0.74,49.27,91.22,0.0,1
428,61.58,7.47,608.2,175.6,0.95,33.02,41.91,2.0,1
429,40.54,9.08,1354.9,125.6,2.49,22.02,31.51,0.0,1
430,42.87,6.18,983.8,124.6,2.19,22.35,35.0,1.0,1
431,98.54,6.61,1274.7,198.3,1.87,41.16,86.95,0.0,1
432,85.64,6.42,1479.2,156.2,1.69,45.85,74.03,1.0,1
433,39.1,7.67,574.9,99.6,2.81,16.14,29.5,0.0,1
434,37.57,3.98,1449.5,147.3,0.68,19.51,31.27,2.0,1
435,93.09,3.21,706.3,90.1,1.2,51.0,71.55,0.0,1
436,36.55,5.16,701.2,61.2,1.37,16.16,27.99,0.0,1
437,103.97,7.93,642.5,127.4,2.46,59.09,65.96,2.0,0
438,93.56,4.41,903.8,187.1,2.98,37.99,59.68,0.0,1
439,37.32,7.71,400.4,187.2,1.1,21.23,28.32,1.0,0
440,37.64,9.79,919.8,81.5,2.69,18.52,25.62,0.0,0
441,118.8,3.66,904.2,115.0,2.58,52.69,72.03,0.0,1
442,63.68,7.71,1190.5,58.1,1.06,27.18,52.02,0.0,1
443,63.36,6.11,1283.7,199.2,1.5,37.42,38.63,2.0,0
444,103.15,9.08,772.6,196.6,1.52,42.76,80.31,0.0,1
445,115.25,4.24,593.0,136.9,2.95,50.69,87.79,0.0,1
446,118.74,7.85,537.1,164.8,0.95,55.76,105.76,1.0,1
447,97.8,8.87,453.0,148.7,2.5,51.25,72.89,0.0,1
448,63.86,9.61,274.9,126.8,1.34,32.5,39.54,0.0,0
449,37.52,7.78,645.2,29.6,2.33,15.95,28.72,0.0,1
450,99.94,6.48,551.3,101.9,1.55,45.77,85.18,0.0,1
451,80.26,7.32,1456.3,141.5,1.95,35.93,72.15,1.0,1
452,68.18,9.08,925.0,142.0,2.58,30.18,49.71,1.0,1
453,111.57,6.99,651.5,87.2,2.51,53.8,77.66,2.0,1
454,40.01,3.21,954.6,189.5,2.67,21.64,34.89,0.0,1
455,74.34,9.52,381.0,50.1,0.65,32.97,48.87,2.0,1
456,31.02,7.83,777.3,110.1,2.23,14.68,24.34,2.0,1
457,72.18,7.74,1014.1,144.4,0.85,34.52,52.09,0.0,1
458,35.07,4.51,835.6,145.5,1.54,20.88,21.47,1.0,0
459,40.69,7.61,722.3,136.8,1.87,24.05,28.66,1.0,0
460,40.58,5.76,1492.0,69.6,1.51,22.72,27.58,0.0,0
461,88.43,7.56,1344.4,48.1,1.8,39.65,71.26,0.0,1
462,97.14,3.75,1010.4,134.5,2.99,40.18,85.94,1.0,1
463,82.5,7.6,940.2,127.9,0.84,38.23,56.14,0.0,1
464,116.6,10.0,1006.9,52.3,2.19,52.86,98.34,0.0,1
465,63.74,3.34,461.7,146.9,1.49,31.94,39.3,0.0,1
466,55.71,9.84,713.7,101.9,0.83,30.95,42.42,1.0,1
467,108.17,5.85,251.3,140.2,0.9,61.84,67.19,2.0,0
468,50.12,9.1,818.2,170.7,2.87,28.52,44.12,2.0,1
469,116.69,8.48,905.9,50.6,2.7,55.07,96.84,0.0,1
470,31.09,6.97,496.1,23.4,2.77,16.71,24.79,1.0,1
471,117.29,8.17,1453.2,160.2,2.98,54.25,99.36,0.0,1
472,33.88,9.15,1382.3,129.7,1.02,13.97,26.91,1.0,1
473,110.2,5.83,1138.8,145.9,1.39,59.54,98.16,0.0,1
474,77.49,5.29,893.4,170.9,2.17,31.15,63.09,1.0,1
475,119.37,7.67,1331.0,164.5,1.71,57.52,104.73,1.0,1
476,36.64,8.65,369.8,193.0,1.55,17.07,27.67,2.0,1
477,79.85,8.34,1227.7,116.5,1.39,43.01,50.71,0.0,0
478,117.24,8.58,362.3,107.9,1.98,64.86,88.92,2.0,1
479,77.08,6.05,1232.5,92.3,1.94,35.52,49.18,2.0,1
480,86.65,8.72,558.5,47.7,0.9,48.72,67.39,1.0,1
481,92.62,3.84,1340.2,123.1,1.68,42.49,68.98,0.0,1
482,70.91,6.81,1427.3,69.9,1.88,34.69,55.79,1.0,1
483,86.48,3.04,393.4,185.8,1.93,47.17,52.15,1.0,1
484,82.59,5.27,801.5,125.0,1.03,44.48,54.38,1.0,1
485,111.1,5.57,1475.3,126.7,2.36,66.38,83.04,0.0,1
486,34.09,5.77,828.4,83.9,0.56,15.17,30.17,0.0,1
487,55.29,7.87,1322.6,29.4,1.39,29.44,39.53,1.0,1
488,115.54,5.72,965.4,25.7,2.45,60.3,84.03,0.0,1
489,110.12,6.14,687.9,96.2,1.91,64.2,89.69,1.0,1
490,71.01,4.66,571.5,35.2,1.15,30.62,55.47,0.0,1
491,85.81,5.61,464.2,129.2,2.24,47.23,59.18,0.0,1
492,54.96,4.59,1190.3,178.6,1.92,28.23,39.75,2.0,1
493,46.93,3.51,702.5,178.9,2.49,21.35,31.22,1.0,1
494,71.73,7.22,864.7,138.6,2.34,35.5,63.83,2.0,1
495,61.8,7.68,840.0,58.0,2.03,28.85,39.5,2.0,1
496,82.53,7.34,950.5,175.3,1.72,42.57,58.72,1.0,1
497,37.0,6.24,1325.3,179.5,0.83,21.38,22.48,1.0,0
498,117.7,5.66,1475.0,55.4,1.15,60.48,78.45,0.0,1
499,118.76,9.04,729.9,152.7,1.55,62.51,99.06,1.0,1
500,92.83,6.63,1275.8,71.6,2.0,46.77,61.3,2.0,1
501,78.25,6.35,1193.9,164.5,1.78,32.1,48.83,2.0,1
502,57.86,3.18,945.6,199.5,1.22,25.84,42.95,1.0,1
503,103.24,5.39,1442.9,25.4,0.52,51.46,62.25,2.0,1
504,91.63,5.66,460.6,181.5,1.74,42.34,57.31,0.0,1
505,44.64,5.79,342.0,132.1,1.21,19.48,37.6,2.0,1
506,111.98,7.06,1310.2,195.2,2.34,56.08,93.11,0.0,1
507,104.03,6.74,770.9,103.7,0.56,48.33,90.98,2.0,1
508,115.48,7.26,1301.1,172.5,1.96,52.15,98.89,0.0,1
509,95.31,8.35,1361.0,31.2,2.85,46.97,76.72,0.0,1
510,85.21,8.69,281.2,80.4,0.94,36.35,52.46,1.0,1
511,67.64,8.03,1348.5,32.1,1.68,39.61,56.47,0.0,1
512,113.95,9.69,782.8,195.6,0.73,65.35,97.27,1.0,1
513,107.95,3.13,863.6,167.1,2.06,58.46,90.64,2.0,1
514,34.07,4.37,1014.6,173.5,1.88,14.35,25.64,2.0,1
515,32.37,3.05,1404.3,188.8,1.52,17.97,21.69,2.0,1
516,63.88,7.53,224.9,35.3,1.8,35.88,54.53,0.0,1
517,102.95,9.29,819.9,89.4,2.74,56.99,84.23,2.0,1
518,118.85,4.7,1094.0,32.8,0.99,50.25,106.28,2.0,1
519,43.54,9.49,1139.5,57.9,0.56,23.02,28.16,1.0,0
520,83.47,3.42,1100.3,61.3,2.65,47.32,55.73,1.0,1
521,64.28,9.54,374.8,104.4,1.94,33.13,42.65,2.0,0
522,117.29,5.46,589.2,68.3,2.73,62.08,98.26,2.0,1
523,105.79,3.71,666.3,38.2,1.99,52.01,69.41,0.0,1
524,105.45,6.4,1245.8,50.1,2.53,53.33,65.38,0.0,1
525,72.18,4.8,562.4,46.5,1.57,29.37,64.93,2.0,1
526,67.33,4.99,473.9,195.2,2.37,35.54,40.9,1.0,1
527,54.61,5.15,1444.7,156.7,2.78,22.73,46.45,2.0,1
528,35.07,8.62,211.5,194.2,1.93,17.08,24.89,0.0,0
529,107.83,6.77,1497.2,99.2,0.95,49.44,91.92,1.0,1
530,103.16,5.18,1079.9,70.1,1.17,52.52,79.06,1.0,1
531,119.97,7.27,1277.0,163.7,1.0,51.19,104.44,0.0,1
532,119.7,8.01,583.0,78.7,1.12,64.44,105.08,2.0,1
533,79.99,4.91,218.6,73.9,1.27,44.71,48.21,2.0,0
534,99.21,5.89,1159.2,61.9,1.89,42.92,61.77,2.0,1
535,115.03,3.85,1284.4,43.3,1.97,48.41,77.66,0.0,1
536,106.47,4.27,1162.6,66.2,1.57,45.69,85.26,1.0,1
537,52.26,7.77,385.7,84.0,2.04,30.07,45.28,0.0,1
538,70.55,4.27,1179.5,141.3,0.7,35.67,52.06,2.0,1
539,41.62,6.68,1199.6,31.3,0.72,20.54,32.55,0.0,1
540,115.86,7.96,1056.1,57.9,0.93,48.82,76.07,1.0,1
541,84.56,3.75,1196.0,165.6,1.8,44.81,71.15,0.0,1
542,50.58,6.97,1299.7,46.4,1.03,29.01,45.02,2.0,1
543,90.45,4.8,997.7,81.7,1.21,51.16,61.56,1.0,1
544,85.63,9.74,315.2,175.6,1.5,44.97,64.09,0.0,1
545,62.23,6.38,833.9,47.9,2.53,25.83,38.95,0.0,1
546,40.22,8.64,300.9,34.9,0.53,16.99,30.88,1.0,1
547,90.44,6.85,729.8,107.2,2.12,37.07,67.91,1.0,1
548,76.83,3.3,729.2,74.4,2.17,34.69,49.43,2.0,1
549,99.51,7.43,285.8,121.4,2.5,42.5,72.9,1.0,1
550,76.81,9.66,653.5,164.7,2.83,34.72,53.79,2.0,1
551,106.7,7.21,344.3,44.7,0.55,50.9,80.72,0.0,1
552,79.67,8.73,1250.7,124.5,0.88,46.89,61.8,2.0,1
553,80.48,9.19,1432.0,111.0,2.72,42.02,48.5,0.0,0
554,108.9,4.6,294.0,45.9,1.65,61.75,90.2,1.0,1
555,66.31,4.48,1441.6,132.3,1.91,35.95,53.97,0.0,1
556,42.06,7.28,879.3,69.3,2.16,17.77,29.86,1.0,1
557,32.59,5.88,589.4,107.8,2.2,17.83,20.07,0.0,0
558,97.96,8.88,299.9,34.8,2.83,44.57,80.96,0.0,1
559,85.83,9.3,850.8,102.7,2.99,45.3,76.09,0.0,1
560,93.37,5.47,1232.9,75.2,2.3,43.71,62.75,0.0,1
561,49.17,4.66,1119.2,168.0,1.22,29.48,34.27,2.0,1
562,42.27,8.46,265.3,30.3,2.7,19.14,27.7,0.0,1
563,31.31,4.92,294.8,95.3,0.62,14.27,24.2,2.0,1
564,61.55,8.76,723.7,102.5,1.08,36.08,39.79,1.0,0
565,83.09,5.97,583.9,150.5,2.74,33.65,58.73,1.0,1
566,65.3,7.67,502.1,123.4,1.14,35.22,52.84,2.0,1
567,69.37,3.67,565.3,140.1,1.05,37.81,53.28,1.0,1
568,111.37,7.37,1244.5,159.9,0.85,63.18,79.74,1.0,1
569,61.34,6.16,1408.0,175.2,2.65,36.49,44.54,0.0,1
570,76.26,7.11,726.6,76.5,1.75,45.38,58.62,0.0,1
571,100.53,4.18,1377.9,116.8,2.19,41.52,60.49,0.0,1
572,65.69,8.16,617.9,171.2,1.1,37.07,40.96,2.0,0
573,85.99,9.04,819.4,198.1,2.4,45.51,74.33,2.0,1
574,107.61,4.52,493.8,180.1,2.4,56.98,67.08,1.0,1
575,115.46,3.67,1032.6,86.9,1.28,49.15,93.76,0.0,1
576,43.24,3.17,1472.7,55.1,1.53,22.92,37.88,2.0,1
577,113.39,7.49,984.5,108.1,1.02,67.64,77.24,2.0,1
578,74.29,7.25,665.2,153.5,2.94,43.26,52.83,0.0,1
579,53.24,6.83,1042.2,108.7,2.11,25.97,41.03,2.0,1
580,71.32,4.62,359.8,107.0,2.84,29.1,61.66,0.0,1
581,118.2,5.74,1355.3,170.9,1.26,55.85,104.32,1.0,1
582,74.34,7.16,854.0,85.1,2.45,42.02,61.09,1.0,1
583,59.59,6.48,784.2,174.8,2.41,32.2,37.3,1.0,0
584,87.01,9.91,961.6,93.2,2.23,42.8,69.67,0.0,1
585,51.61,3.96,1012.2,79.1,2.91,21.21,37.32,2.0,1
586,36.83,7.87,293.3,101.7,1.48,17.88,27.3,1.0,1
587,41.6,5.83,1087.4,157.2,0.83,20.54,25.57,1.0,0
588,41.52,6.0,514.5,42.7,2.18,24.32,27.29,1.0,0
589,43.67,8.02,1128.1,55.4,2.32,23.07,36.56,2.0,1
590,42.49,7.85,1269.3,191.3,1.94,19.65,31.28,2.0,1
591,87.68,9.94,1245.1,51.6,1.02,44.28,60.54,0.0,1
592,46.37,3.9,918.3,122.2,1.76,19.16,33.16,1.0,1
593,61.11,3.73,876.2,124.3,1.28,36.33,52.33,2.0,1
594,110.71,8.07,385.7,108.1,1.57,52.26,91.3,0.0,1
595,72.66,7.05,1207.9,136.1,2.11,36.01,49.53,1.0,1
596,90.08,4.92,552.8,61.4,2.36,42.43,57.22,2.0,1
597,45.51,3.56,845.7,119.5,1.08,24.42,30.75,2.0,1
598,47.31,3.6,569.6,87.0,1.51,25.19,41.45,0.0,1
599,33.68,9.26,374.0,139.1,1.17,18.29,26.08,1.0,0
600,45.2,4.34,1018.4,45.4,1.0,20.51,34.36,1.0,1
601,55.07,5.26,270.6,122.8,2.46,25.51,42.9,2.0,1
602,45.93,4.59,1173.2,53.3,2.77,19.52,32.6,1.0,1
603,37.98,5.48,612.9,70.2,1.43,20.17,31.99,0.0,1
604,40.86,3.49,200.2,59.4,2.38,16.67,30.93,2.0,1
605,71.47,6.63,864.5,52.9,2.74,37.13,45.39,2.0,1
606,48.57,3.47,260.9,168.6,2.62,27.88,31.02,0.0,0
607,62.78,8.6,559.0,71.4,0.96,36.3,47.78,2.0,1
608,75.31,4.64,1119.1,186.9,2.89,36.89,66.34,1.0,1
609,92.14,6.78,281.5,194.6,1.44,45.32,63.8,1.0,1
610,33.54,9.16,1291.1,122.8,1.35,13.93,28.87,2.0,1
611,101.95,7.56,205.0,45.7,0.66,54.46,84.54,0.0,1
612,86.51,6.73,520.9,87.4,1.72,48.81,58.34,0.0,1
613,37.36,5.27,1163.2,163.6,0.77,16.77,22.82,1.0,1
614,108.62,5.33,611.2,86.1,1.12,52.6,68.49,0.0,1
615,112.88,7.69,332.5,35.7,1.29,64.09,92.4,2.0,1
616,35.5,9.96,668.3,120.2,2.52,20.43,23.42,2.0,0
617,54.92,7.63,551.5,172.1,2.69,24.64,39.07,1.0,1
618,102.56,6.9,1295.5,163.3,1.26,52.32,76.97,1.0,1
619,97.34,8.11,607.4,51.5,2.65,42.68,79.59,1.0,1
620,46.61,6.26,1225.6,141.1,2.64,19.59,29.55,0.0,1
621,48.84,3.42,1359.4,59.7,2.41,28.44,35.26,2.0,1
622,63.34,6.94,764.0,59.3,0.87,35.73,47.22,2.0,1
623,73.61,9.7,1382.9,177.3,2.23,40.63,56.11,2.0,1
624,85.64,4.23,690.5,64.9,2.86,35.09,72.41,1.0,1
625,63.2,7.83,1453.3,67.4,2.21,35.95,41.18,2.0,0
626,71.63,4.41,316.1,20.1,1.33,34.93,60.34,0.0,1
627,97.27,6.75,1093.1,176.7,1.75,45.57,78.58,0.0,1
628,33.3,3.68,842.0,162.7,2.11,16.96,25.53,2.0,1
629,52.72,6.15,703.9,132.9,1.78,22.05,42.7,1.0,1
630,94.2,8.29,1022.5,155.0,0.8,51.94,68.16,2.0,1
631,110.57,5.43,1115.0,47.4,1.28,57.11,70.93,0.0,1
632,76.05,7.65,205.7,102.5,2.51,33.26,60.82,0.0,1
633,77.89,8.57,417.0,83.2,2.65,34.09,58.99,0.0,1
634,39.65,9.49,1127.0,36.9,0.84,17.32,31.39,2.0,1
635,70.27,4.64,1066.3,107.5,2.88,28.91,49.29,0.0,1
636,77.94,5.8,1455.9,185.7,1.32,40.34,67.96,1.0,1
637,51.82,4.07,1189.3,27.2,2.16,29.44,40.23,2.0,1
638,54.23,9.95,1436.0,72.5,2.38,21.88,33.93,2.0,1
639,63.96,9.49,1113.3,57.4,2.53,26.21,47.0,0.0,1
640,31.81,6.78,587.5,62.9,2.86,16.37,26.3,0.0,1
641,58.99,8.89,337.0,183.5,1.28,33.26,49.45,1.0,1
642,49.03,6.65,1216.4,104.3,2.65,22.82,36.69,2.0,1
643,59.47,7.37,1037.4,103.9,0.83,27.95,51.65,0.0,1
644,40.78,3.62,262.6,156.9,2.26,21.18,27.74,1.0,1
645,110.15,8.29,668.1,47.8,2.35,50.1,79.66,0.0,1
646,83.42,3.89,1443.8,107.7,2.19,33.81,72.54,2.0,1
647,91.12,8.78,850.5,97.4,1.13,49.85,79.17,0.0,1
648,101.03,8.47,762.5,127.4,2.68,53.05,81.4,2.0,1
649,74.86,7.96,795.0,199.9,0.92,38.64,64.21,0.0,1
650,37.82,3.25,471.5,158.5,0.63,20.74,23.7,2.0,0
651,78.34,5.12,679.3,91.6,2.29,41.92,67.33,1.0,1
652,82.82,4.84,680.8,169.0,1.69,36.54,57.66,2.0,1
653,97.09,5.52,268.1,50.7,2.62,45.68,63.45,1.0,1
654,68.85,3.61,1197.8,25.5,1.46,29.28,46.25,2.0,1
655,41.48,9.56,741.5,56.8,0.92,17.67,30.09,1.0,1
656,55.54,6.88,1268.8,81.3,2.59,29.73,37.51,0.0,1
657,62.68,5.14,1305.5,111.9,1.87,35.83,43.63,2.0,1
658,88.13,5.78,475.6,130.7,0.97,52.22,56.45,0.0,0
659,81.37,6.13,1054.6,183.9,2.3,42.77,56.05,1.0,1
660,62.05,7.2,814.0,111.8,1.78,27.1,47.88,2.0,1
661,118.79,6.61,1344.2,110.2,2.01,50.02,87.02,2.0,1
662,84.52,9.44,480.5,29.0,1.65,47.55,59.5,0.0,1
663,51.35,6.48,1081.2,26.3,2.57,26.48,42.31,2.0,1
664,39.16,9.95,990.1,119.2,2.57,20.51,33.99,2.0,1
665,43.76,8.96,583.9,98.9,2.27,24.34,36.19,0.0,1
666,52.14,4.46,377.6,171.1,0.76,28.19,36.47,2.0,1
667,44.46,9.51,1047.1,48.9,2.6,25.2,36.61,0.0,1
668,46.79,3.81,1160.2,24.5,2.18,19.24,30.21,0.0,1
669,55.66,8.72,610.3,100.8,2.24,30.58,35.57,0.0,0
670,45.6,5.66,1038.3,62.7,1.41,26.0,32.09,0.0,1
671,110.71,9.15,713.7,28.9,2.7,50.62,93.25,0.0,1
672,37.22,9.08,1127.2,150.4,2.31,19.66,25.08,1.0,0
673,77.21,8.64,459.0,40.1,0.78,35.73,47.79,1.0,1
674,66.94,8.53,1357.3,129.5,1.52,39.6,42.81,0.0,0
675,118.41,5.13,573.6,70.6,2.72,48.16,101.55,1.0,1
676,40.08,3.57,678.1,51.2,0.62,20.68,31.67,1.0,1
677,65.81,5.82,275.5,88.4,2.9,28.51,44.48,2.0,1
678,117.25,4.21,345.0,164.3,2.2,63.6,89.88,0.0,1
679,107.9,7.86,870.6,90.6,2.08,46.95,81.81,1.0,1
680,103.54,5.42,547.9,155.1,1.18,46.29,82.48,2.0,1
681,53.21,9.83,1286.1,42.6,1.12,26.55,35.65,2.0,0
682,45.38,7.49,219.1,159.1,2.86,26.45,39.0,0.0,1
683,90.18,8.76,692.8,62.6,1.25,39.89,62.48,0.0,1
684,113.64,3.93,638.5,141.9,2.44,48.74,91.85,2.0,1
685,80.11,9.03,225.1,121.8,1.48,44.2,48.45,0.0,0
686,81.45,9.46,361.7,187.2,0.85,40.73,57.97,0.0,1
687,55.2,6.41,737.7,89.7,0.53,32.15,38.94,2.0,1
688,99.25,7.24,840.7,31.9,1.86,42.61,75.74,2.0,1
689,46.83,8.35,725.6,23.4,2.94,24.78,29.12,0.0,0
690,59.13,4.22,890.2,168.8,1.42,26.41,49.5,1.0,1
691,68.29,6.52,973.7,114.5,1.39,29.46,45.44,0.0,1
692,75.68,5.79,212.9,159.5,1.36,40.62,60.78,1.0,1
693,51.82,4.02,803.3,62.2,1.8,26.88,43.58,2.0,1
694,40.34,5.57,1452.5,82.1,1.6,22.22,31.0,1.0,1
695,84.96,3.48,874.7,25.4,2.7,39.24,69.86,2.0,1
696,55.98,3.18,1080.8,193.1,1.76,27.41,44.7,0.0,1
697,82.31,3.95,605.4,140.2,1.77,39.6,58.17,0.0,1
698,43.89,9.74,1206.2,188.0,0.85,26.2,36.99,2.0,1
699,73.3,6.85,1204.8,67.8,2.96,33.61,50.46,2.0,1
700,77.93,9.76,877.7,130.1,1.12,35.77,60.11,2.0,1
701,34.66,6.03,1468.8,142.1,0.68,16.32,28.55,0.0,1
702,60.29,5.18,363.2,77.2,2.16,30.93,43.03,0.0,1
703,42.1,6.54,222.0,172.7,1.99,18.96,29.08,1.0,1
704,35.7,6.08,1201.2,190.5,1.54,20.82,26.34,2.0,0
705,119.1,3.74,1249.3,179.3,1.56,53.97,100.68,1.0,1
706,59.01,7.49,356.3,153.0,2.46,34.18,51.87,0.0,1
707,102.89,4.51,545.3,69.9,0.99,43.28,78.56,1.0,1
708,52.92,7.34,222.8,70.7,2.55,28.12,42.25,1.0,1
709,91.34,7.55,581.3,193.4,2.12,53.1,79.55,0.0,1
710,98.42,4.06,1205.1,21.9,1.55,42.69,61.96,0.0,1
711,83.61,3.43,873.3,148.9,1.65,49.63,55.99,2.0,1
712,72.44,8.47,652.5,147.1,1.14,35.54,58.87,1.0,1
713,67.07,6.22,683.3,132.1,2.38,39.51,56.81,0.0,1
714,61.4,3.41,201.8,198.2,1.78,32.87,52.62,0.0,1
715,113.66,9.96,589.7,76.1,1.3,52.32,82.35,1.0,1
716,104.76,3.4,1040.4,81.2,1.99,45.85,65.66,0.0,1
717,116.85,7.87,1466.5,34.2,2.99,53.84,85.46,2.0,1
718,41.19,9.89,1301.2,99.7,1.59,17.24,27.56,2.0,1
719,95.78,4.67,230.7,67.0,2.8,41.07,65.83,1.0,1
720,114.45,4.0,1368.1,81.8,1.36,48.18,95.19,2.0,1
721,46.31,3.85,1218.2,170.2,0.64,22.44,28.84,0.0,1
722,35.98,5.12,1214.5,188.4,1.01,20.12,30.52,0.0,1
723,96.7,3.71,795.4,53.4,1.55,41.41,70.43,0.0,1
724,81.7,7.85,717.4,87.1,1.05,34.81,63.63,0.0,1
725,105.76,3.44,593.8,187.2,0.5,55.92,66.3,1.0,1
726,42.58,6.57,285.4,31.1,2.79,18.71,29.86,2.0,1
727,101.57,9.98,496.7,36.6,2.61,42.61,63.68,2.0,1
728,48.15,8.7,520.6,49.3,2.36,20.87,42.78,0.0,1
729,44.73,7.31,829.3,127.1,0.92,26.16,37.67,1.0,1
730,44.78,5.14,1171.7,47.1,0.8,25.27,33.05,0.0,1
731,103.31,7.37,816.0,194.3,0.67,48.64,68.92,0.0,1
732,89.87,6.69,275.2,100.4,2.31,47.73,79.09,1.0,1
733,77.08,5.98,1445.1,110.3,2.82,39.11,54.21,1.0,1
734,62.29,3.91,1425.5,64.4,1.58,33.35,40.39,0.0,1
735,108.95,9.21,1220.7,104.8,0.8,58.45,83.78,2.0,1
736,65.32,6.15,1488.7,139.1,1.78,34.34,57.69,0.0,1
737,103.49,4.36,907.8,155.2,1.37,46.91,62.22,2.0,1
738,69.52,5.57,1451.6,155.7,1.44,28.35,46.68,2.0,1
739,63.92,5.9,298.3,124.0,2.05,31.39,56.35,1.0,1
740,71.64,8.79,675.4,182.8,2.3,41.42,46.66,1.0,0
741,57.12,8.14,493.0,167.1,0.78,29.36,36.22,0.0,0
742,97.28,8.39,454.6,156.3,0.59,55.11,75.01,2.0,1
743,75.24,3.08,383.0,30.0,2.99,45.02,64.6,2.0,1
744,50.9,5.91,1009.1,21.2,1.08,22.03,37.82,0.0,1
745,110.96,6.37,1215.7,58.2,0.63,59.74,99.68,0.0,1
746,64.55,3.13,951.8,139.4,0.97,34.53,51.88,0.0,1
747,78.92,4.82,391.1,94.0,0.6,47.04,49.11,1.0,0
748,111.58,8.32,1254.5,92.4,1.48,66.63,100.18,0.0,1
749,86.18,3.96,1026.7,179.2,2.51,46.31,62.25,0.0,1
750,40.52,6.75,704.6,181.2,1.35,18.18,27.81,2.0,1
751,114.58,4.51,1076.4,183.7,1.61,64.13,87.93,0.0,1
752,86.49,3.08,537.9,76.5,2.19,36.45,59.79,2.0,1
753,60.14,4.69,648.7,144.4,1.77,33.45,37.64,2.0,0
754,42.53,9.83,1392.7,68.9,2.65,24.76,25.54,1.0,0
755,101.46,8.61,577.7,54.3,2.67,48.35,74.56,0.0,1
756,85.81,9.72,811.0,53.2,0.52,45.15,73.03,0.0,1
757,78.01,6.41,1357.2,81.6,2.45,37.92,60.2,2.0,1
758,110.45,3.77,1120.0,97.4,1.65,53.85,99.38,1.0,1
759,100.97,6.84,280.9,169.6,2.97,46.66,69.27,1.0,1
760,43.65,6.18,391.5,41.6,1.71,24.11,29.86,0.0,0
761,58.05,8.91,210.2,152.3,2.97,34.09,37.62,2.0,0
762,52.36,3.69,1020.2,115.7,2.39,30.8,34.0,0.0,0
763,96.96,6.42,782.0,71.8,1.12,42.17,66.47,0.0,1
764,33.02,4.05,374.6,108.7,1.85,18.98,27.66,0.0,1
